Taxon_ID,MartDatasets,Scientific_name,OrgDb,Common_name,kegg,Reference_Taxon_ID,Reference_Scientific_name,Ensembl_name,Ensembl_division,Ensembl_release,Assembly,Genome_URL,GTF_URL,Pep_URL,Reference_status,MartDatasets_status
9813,pcapensis_gene_ensembl,Procavia capensis,org.Pcapensis.eg.db,Cape_rock_hyrax,,9813,Procavia capensis,procavia_capensis,EnsemblMain,116,proCap1,https://ftp.ensembl.org/pub/release-116/fasta/procavia_capensis/dna/Procavia_capensis.proCap1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/procavia_capensis/Procavia_capensis.proCap1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/procavia_capensis/pep/Procavia_capensis.proCap1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
1328070,psimus_gene_ensembl,Prolemur simus,org.Psimus.eg.db,Greater_bamboo_lemur,,1328070,Prolemur simus,prolemur_simus,EnsemblMain,116,Prosim_1.0,https://ftp.ensembl.org/pub/release-116/fasta/prolemur_simus/dna/Prolemur_simus.Prosim_1.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/prolemur_simus/Prolemur_simus.Prosim_1.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/prolemur_simus/pep/Prolemur_simus.Prosim_1.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
379532,pcoquereli_gene_ensembl,Propithecus coquereli,org.Pcoquereli.eg.db,Coquerel_s_sifaka,pcoq,379532,Propithecus coquereli,propithecus_coquereli,EnsemblMain,116,Pcoq_1.0,https://ftp.ensembl.org/pub/release-116/fasta/propithecus_coquereli/dna/Propithecus_coquereli.Pcoq_1.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/propithecus_coquereli/Propithecus_coquereli.Pcoq_1.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/propithecus_coquereli/pep/Propithecus_coquereli.Pcoq_1.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
8673,ptextilis_gene_ensembl,Pseudonaja textilis,org.Ptextilis.eg.db,Eastern_brown_snake,ptex,8673,Pseudonaja textilis,pseudonaja_textilis,EnsemblMain,116,EBS10Xv2-PRI,https://ftp.ensembl.org/pub/release-116/fasta/pseudonaja_textilis/dna/Pseudonaja_textilis.EBS10Xv2-PRI.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/pseudonaja_textilis/Pseudonaja_textilis.EBS10Xv2-PRI.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/pseudonaja_textilis/pep/Pseudonaja_textilis.EBS10Xv2-PRI.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
132908,pvampyrus_gene_ensembl,Pteropus vampyrus,org.Pvampyrus.eg.db,Large_flying_fox,pva,132908,Pteropus vampyrus,pteropus_vampyrus,EnsemblMain,116,pteVam1,https://ftp.ensembl.org/pub/release-116/fasta/pteropus_vampyrus/dna/Pteropus_vampyrus.pteVam1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/pteropus_vampyrus/Pteropus_vampyrus.pteVam1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/pteropus_vampyrus/pep/Pteropus_vampyrus.pteVam1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
303518,pnyererei_gene_ensembl,Pundamilia nyererei,org.Pnyererei.eg.db,Makobe_Island_cichlid,,303518,Pundamilia nyererei,pundamilia_nyererei,EnsemblMain,116,PunNye1.0,https://ftp.ensembl.org/pub/release-116/fasta/pundamilia_nyererei/dna/Pundamilia_nyererei.PunNye1.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/pundamilia_nyererei/Pundamilia_nyererei.PunNye1.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/pundamilia_nyererei/pep/Pundamilia_nyererei.PunNye1.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
42514,pnattereri_gene_ensembl,Pygocentrus nattereri,org.Pnattereri.eg.db,Red_bellied_piranha,,42514,Pygocentrus nattereri,pygocentrus_nattereri,EnsemblMain,116,fPygNat1.pri,https://ftp.ensembl.org/pub/release-116/fasta/pygocentrus_nattereri/dna/Pygocentrus_nattereri.fPygNat1.pri.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/pygocentrus_nattereri/Pygocentrus_nattereri.fPygNat1.pri.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/pygocentrus_nattereri/pep/Pygocentrus_nattereri.fPygNat1.pri.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
10116,rnorvegicus_gene_ensembl,Rattus norvegicus,org.Rnorvegicus.eg.db,Norway_rat,rno,10116,Rattus norvegicus,rattus_norvegicus,EnsemblMain,116,GRCr8,https://ftp.ensembl.org/pub/release-116/fasta/rattus_norvegicus/dna/Rattus_norvegicus.GRCr8.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/rattus_norvegicus/Rattus_norvegicus.GRCr8.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/rattus_norvegicus/pep/Rattus_norvegicus.GRCr8.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
59479,rferrumequinum_gene_ensembl,Rhinolophus ferrumequinum,org.Rferrumequinum.eg.db,Greater_horseshoe_bat,rfq,59479,Rhinolophus ferrumequinum,rhinolophus_ferrumequinum,EnsemblMain,116,mRhiFer1_v1.p,https://ftp.ensembl.org/pub/release-116/fasta/rhinolophus_ferrumequinum/dna/Rhinolophus_ferrumequinum.mRhiFer1_v1.p.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/rhinolophus_ferrumequinum/Rhinolophus_ferrumequinum.mRhiFer1_v1.p.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/rhinolophus_ferrumequinum/pep/Rhinolophus_ferrumequinum.mRhiFer1_v1.p.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
61621,rbieti_gene_ensembl,Rhinopithecus bieti,org.Rbieti.eg.db,Black_snub_nosed_monkey,rbb,61621,Rhinopithecus bieti,rhinopithecus_bieti,EnsemblMain,116,ASM169854v1,https://ftp.ensembl.org/pub/release-116/fasta/rhinopithecus_bieti/dna/Rhinopithecus_bieti.ASM169854v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/rhinopithecus_bieti/Rhinopithecus_bieti.ASM169854v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/rhinopithecus_bieti/pep/Rhinopithecus_bieti.ASM169854v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
61622,rroxellana_gene_ensembl,Rhinopithecus roxellana,org.Rroxellana.eg.db,Golden_snub_nosed_monkey,rro,61622,Rhinopithecus roxellana,rhinopithecus_roxellana,EnsemblMain,116,Rrox_v1,https://ftp.ensembl.org/pub/release-116/fasta/rhinopithecus_roxellana/dna/Rhinopithecus_roxellana.Rrox_v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/rhinopithecus_roxellana/Rhinopithecus_roxellana.Rrox_v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/rhinopithecus_roxellana/pep/Rhinopithecus_roxellana.Rrox_v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
559292,scerevisiae_gene_ensembl,Saccharomyces cerevisiae,org.Scerevisiae.eg.db,Baker_s_yeast,sce,559292,Saccharomyces cerevisiae,saccharomyces_cerevisiae,EnsemblMain,116,R64-1-1,https://ftp.ensembl.org/pub/release-116/fasta/saccharomyces_cerevisiae/dna/Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/saccharomyces_cerevisiae/Saccharomyces_cerevisiae.R64-1-1.63.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/saccharomyces_cerevisiae/pep/Saccharomyces_cerevisiae.R64-1-1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
39432,sbboliviensis_gene_ensembl,Saimiri boliviensis boliviensis,org.SboliviensisBoliviensis.eg.db,Bolivian_squirrel_monkey,sbq,39432,Saimiri boliviensis boliviensis,saimiri_boliviensis_boliviensis,EnsemblMain,116,SaiBol1.0,https://ftp.ensembl.org/pub/release-116/fasta/saimiri_boliviensis_boliviensis/dna/Saimiri_boliviensis_boliviensis.SaiBol1.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/saimiri_boliviensis_boliviensis/Saimiri_boliviensis_boliviensis.SaiBol1.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/saimiri_boliviensis_boliviensis/pep/Saimiri_boliviensis_boliviensis.SaiBol1.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
8030,ssalar_gene_ensembl,Salmo salar,org.Ssalar.eg.db,Atlantic_salmon,sasa,8030,Salmo salar,salmo_salar,EnsemblMain,116,Ssal_v3.1,https://ftp.ensembl.org/pub/release-116/fasta/salmo_salar/dna/Salmo_salar.Ssal_v3.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/salmo_salar/Salmo_salar.Ssal_v3.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/salmo_salar/pep/Salmo_salar.Ssal_v3.1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
8032,strutta_gene_ensembl,Salmo trutta,org.Strutta.eg.db,Brown_trout,stru,8032,Salmo trutta,salmo_trutta,EnsemblMain,116,fSalTru1.1,https://ftp.ensembl.org/pub/release-116/fasta/salmo_trutta/dna/Salmo_trutta.fSalTru1.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/salmo_trutta/Salmo_trutta.fSalTru1.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/salmo_trutta/pep/Salmo_trutta.fSalTru1.1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
96440,smerianae_gene_ensembl,Salvator merianae,org.Smerianae.eg.db,Argentine_black_and_white_tegu,,96440,Salvator merianae,salvator_merianae,EnsemblMain,116,HLtupMer3,https://ftp.ensembl.org/pub/release-116/fasta/salvator_merianae/dna/Salvator_merianae.HLtupMer3.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/salvator_merianae/Salvator_merianae.HLtupMer3.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/salvator_merianae/pep/Salvator_merianae.HLtupMer3.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
283035,slucioperca_gene_ensembl,Sander lucioperca,org.Slucioperca.eg.db,Pike_perch,sluc,283035,Sander lucioperca,sander_lucioperca,EnsemblMain,116,SLUC_FBN_1,https://ftp.ensembl.org/pub/release-116/fasta/sander_lucioperca/dna/Sander_lucioperca.SLUC_FBN_1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sander_lucioperca/Sander_lucioperca.SLUC_FBN_1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sander_lucioperca/pep/Sander_lucioperca.SLUC_FBN_1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
9305,sharrisii_gene_ensembl,Sarcophilus harrisii,org.Sharrisii.eg.db,Tasmanian_devil,shr,9305,Sarcophilus harrisii,sarcophilus_harrisii,EnsemblMain,116,mSarHar1.11,https://ftp.ensembl.org/pub/release-116/fasta/sarcophilus_harrisii/dna/Sarcophilus_harrisii.mSarHar1.11.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sarcophilus_harrisii/Sarcophilus_harrisii.mSarHar1.11.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sarcophilus_harrisii/pep/Sarcophilus_harrisii.mSarHar1.11.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
55149,svulgaris_gene_ensembl,Sciurus vulgaris,org.Svulgaris.eg.db,Eurasian_red_squirrel,svul,55149,Sciurus vulgaris,sciurus_vulgaris,EnsemblMain,116,mSciVul1.1,https://ftp.ensembl.org/pub/release-116/fasta/sciurus_vulgaris/dna/Sciurus_vulgaris.mSciVul1.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sciurus_vulgaris/Sciurus_vulgaris.mSciVul1.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sciurus_vulgaris/pep/Sciurus_vulgaris.mSciVul1.1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
113540,sformosus_gene_ensembl,Scleropages formosus,org.Sformosus.eg.db,Asian_bonytongue,sfm,113540,Scleropages formosus,scleropages_formosus,EnsemblMain,116,fSclFor1.1,https://ftp.ensembl.org/pub/release-116/fasta/scleropages_formosus/dna/Scleropages_formosus.fSclFor1.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/scleropages_formosus/Scleropages_formosus.fSclFor1.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/scleropages_formosus/pep/Scleropages_formosus.fSclFor1.1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
52904,smaximus_gene_ensembl,Scophthalmus maximus,org.Smaximus.eg.db,Turbot,smau,52904,Scophthalmus maximus,scophthalmus_maximus,EnsemblMain,116,ASM1334776v1,https://ftp.ensembl.org/pub/release-116/fasta/scophthalmus_maximus/dna/Scophthalmus_maximus.ASM1334776v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/scophthalmus_maximus/Scophthalmus_maximus.ASM1334776v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/scophthalmus_maximus/pep/Scophthalmus_maximus.ASM1334776v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
9135,scanaria_gene_ensembl,Serinus canaria,org.Scanaria.eg.db,Common_canary,scan,9135,Serinus canaria,serinus_canaria,EnsemblMain,116,SCA1,https://ftp.ensembl.org/pub/release-116/fasta/serinus_canaria/dna/Serinus_canaria.SCA1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/serinus_canaria/Serinus_canaria.SCA1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/serinus_canaria/pep/Serinus_canaria.SCA1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
41447,sdumerili_gene_ensembl,Seriola dumerili,org.Sdumerili.eg.db,Greater_amberjack,sdu,41447,Seriola dumerili,seriola_dumerili,EnsemblMain,116,Sdu_1.0,https://ftp.ensembl.org/pub/release-116/fasta/seriola_dumerili/dna/Seriola_dumerili.Sdu_1.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/seriola_dumerili/Seriola_dumerili.Sdu_1.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/seriola_dumerili/pep/Seriola_dumerili.Sdu_1.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
1841481,sldorsalis_gene_ensembl,Seriola lalandi dorsalis,org.SlalandiDorsalis.eg.db,Yellowtail_amberjack,slal,1841481,Seriola lalandi dorsalis,seriola_lalandi_dorsalis,EnsemblMain,116,Sedor1,https://ftp.ensembl.org/pub/release-116/fasta/seriola_lalandi_dorsalis/dna/Seriola_lalandi_dorsalis.Sedor1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/seriola_lalandi_dorsalis/Seriola_lalandi_dorsalis.Sedor1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/seriola_lalandi_dorsalis/pep/Seriola_lalandi_dorsalis.Sedor1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
75366,sgrahami_gene_ensembl,Sinocyclocheilus grahami,org.Sgrahami.eg.db,Golden_line_barbel,sgh,75366,Sinocyclocheilus grahami,sinocyclocheilus_grahami,EnsemblMain,116,SAMN03320097.WGS_v1.1,https://ftp.ensembl.org/pub/release-116/fasta/sinocyclocheilus_grahami/dna/Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sinocyclocheilus_grahami/Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sinocyclocheilus_grahami/pep/Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.pep.all.fa.gz,COMPLETE,UNVERIFIED_PRESERVED
42254,saraneus_gene_ensembl,Sorex araneus,org.Saraneus.eg.db,European_shrew,sara,42254,Sorex araneus,sorex_araneus,EnsemblMain,116,COMMON_SHREW1,https://ftp.ensembl.org/pub/release-116/fasta/sorex_araneus/dna/Sorex_araneus.COMMON_SHREW1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sorex_araneus/Sorex_araneus.COMMON_SHREW1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sorex_araneus/pep/Sorex_araneus.COMMON_SHREW1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
8175,saurata_gene_ensembl,Sparus aurata,org.Saurata.eg.db,Gilthead_seabream,,8175,Sparus aurata,sparus_aurata,EnsemblMain,116,fSpaAur1.1,https://ftp.ensembl.org/pub/release-116/fasta/sparus_aurata/dna/Sparus_aurata.fSpaAur1.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sparus_aurata/Sparus_aurata.fSpaAur1.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sparus_aurata/pep/Sparus_aurata.fSpaAur1.1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
8508,spunctatus_gene_ensembl,Sphenodon punctatus,org.Spunctatus.eg.db,Tuatara,,8508,Sphenodon punctatus,sphenodon_punctatus,EnsemblMain,116,ASM311381v1,https://ftp.ensembl.org/pub/release-116/fasta/sphenodon_punctatus/dna/Sphenodon_punctatus.ASM311381v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sphenodon_punctatus/Sphenodon_punctatus.ASM311381v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sphenodon_punctatus/pep/Sphenodon_punctatus.ASM311381v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
144197,spartitus_gene_ensembl,Stegastes partitus,org.Spartitus.eg.db,Bicolor_damselfish,,144197,Stegastes partitus,stegastes_partitus,EnsemblMain,116,Stegastes_partitus-1.0.2,https://ftp.ensembl.org/pub/release-116/fasta/stegastes_partitus/dna/Stegastes_partitus.Stegastes_partitus-1.0.2.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/stegastes_partitus/Stegastes_partitus.Stegastes_partitus-1.0.2.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/stegastes_partitus/pep/Stegastes_partitus.Stegastes_partitus-1.0.2.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
2489341,shabroptila_gene_ensembl,Strigops habroptila,org.Shabroptila.eg.db,Kakapo,shab,2489341,Strigops habroptila,strigops_habroptila,EnsemblMain,116,bStrHab1_v1.p,https://ftp.ensembl.org/pub/release-116/fasta/strigops_habroptila/dna/Strigops_habroptila.bStrHab1_v1.p.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/strigops_habroptila/Strigops_habroptila.bStrHab1_v1.p.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/strigops_habroptila/pep/Strigops_habroptila.bStrHab1_v1.p.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
441894,scaustralis_gene_ensembl,Struthio camelus australis,org.ScamelusAustralis.eg.db,African_ostrich,scam,441894,Struthio camelus australis,struthio_camelus_australis,EnsemblMain,116,ASM69896v1,https://ftp.ensembl.org/pub/release-116/fasta/struthio_camelus_australis/dna/Struthio_camelus_australis.ASM69896v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/struthio_camelus_australis/Struthio_camelus_australis.ASM69896v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/struthio_camelus_australis/pep/Struthio_camelus_australis.ASM69896v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
9823,sscrofa_gene_ensembl,Sus scrofa,org.Sscrofa.eg.db,Pig,ssc,9823,Sus scrofa,sus_scrofa,EnsemblMain,116,Sscrofa11.1,https://ftp.ensembl.org/pub/release-116/fasta/sus_scrofa/dna/Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/sus_scrofa/Sus_scrofa.Sscrofa11.1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/sus_scrofa/pep/Sus_scrofa.Sscrofa11.1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
59729,tguttata_gene_ensembl,Taeniopygia guttata,org.Tguttata.eg.db,Zebra_finch,tgu,59729,Taeniopygia guttata,taeniopygia_guttata,EnsemblMain,116,bTaeGut1_v1.p,https://ftp.ensembl.org/pub/release-116/fasta/taeniopygia_guttata/dna/Taeniopygia_guttata.bTaeGut1_v1.p.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/taeniopygia_guttata/Taeniopygia_guttata.bTaeGut1_v1.p.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/taeniopygia_guttata/pep/Taeniopygia_guttata.bTaeGut1_v1.p.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
2587831,trubripes_gene_ensembl,Terrapene carolina triunguis,org.TcarolinaTriunguis.eg.db,Three_toed_box_turtle,,2587831,Terrapene carolina triunguis,terrapene_carolina_triunguis,EnsemblMain,116,T_m_triunguis-2.0,https://ftp.ensembl.org/pub/release-116/fasta/terrapene_carolina_triunguis/dna/Terrapene_carolina_triunguis.T_m_triunguis-2.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/terrapene_carolina_triunguis/Terrapene_carolina_triunguis.T_m_triunguis-2.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/terrapene_carolina_triunguis/pep/Terrapene_carolina_triunguis.T_m_triunguis-2.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
99883,tnigroviridis_gene_ensembl,Tetraodon nigroviridis,org.Tnigroviridis.eg.db,Spotted_green_pufferfish,tng,99883,Tetraodon nigroviridis,tetraodon_nigroviridis,EnsemblMain,116,TETRAODON8,https://ftp.ensembl.org/pub/release-116/fasta/tetraodon_nigroviridis/dna/Tetraodon_nigroviridis.TETRAODON8.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/tetraodon_nigroviridis/Tetraodon_nigroviridis.TETRAODON8.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/tetraodon_nigroviridis/pep/Tetraodon_nigroviridis.TETRAODON8.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
37347,tbelangeri_gene_ensembl,Tupaia belangeri,org.Tbelangeri.eg.db,Northern_tree_shrew,tup,37347,Tupaia belangeri,tupaia_belangeri,EnsemblMain,116,TREESHREW,https://ftp.ensembl.org/pub/release-116/fasta/tupaia_belangeri/dna/Tupaia_belangeri.TREESHREW.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/tupaia_belangeri/Tupaia_belangeri.TREESHREW.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/tupaia_belangeri/pep/Tupaia_belangeri.TREESHREW.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
9739,ttruncatus_gene_ensembl,Tursiops truncatus,org.Ttruncatus.eg.db,Bottlenosed_dolphin,,9739,Tursiops truncatus,tursiops_truncatus,EnsemblMain,116,turTru1,https://ftp.ensembl.org/pub/release-116/fasta/tursiops_truncatus/dna/Tursiops_truncatus.turTru1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/tursiops_truncatus/Tursiops_truncatus.turTru1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/tursiops_truncatus/pep/Tursiops_truncatus.turTru1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
9999,uparryii_gene_ensembl,Urocitellus parryii,org.Uparryii.eg.db,Arctic_ground_squirrel,,9999,Urocitellus parryii,urocitellus_parryii,EnsemblMain,116,ASM342692v1,https://ftp.ensembl.org/pub/release-116/fasta/urocitellus_parryii/dna/Urocitellus_parryii.ASM342692v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/urocitellus_parryii/Urocitellus_parryii.ASM342692v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/urocitellus_parryii/pep/Urocitellus_parryii.ASM342692v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
9643,uamericanus_gene_ensembl,Ursus americanus,org.Uamericanus.eg.db,American_black_bear,uar,9643,Ursus americanus,ursus_americanus,EnsemblMain,116,ASM334442v1,https://ftp.ensembl.org/pub/release-116/fasta/ursus_americanus/dna/Ursus_americanus.ASM334442v1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/ursus_americanus/Ursus_americanus.ASM334442v1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/ursus_americanus/pep/Ursus_americanus.ASM334442v1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
29073,umaritimus_gene_ensembl,Ursus maritimus,org.Umaritimus.eg.db,Polar_bear,umr,29073,Ursus maritimus,ursus_maritimus,EnsemblMain,116,UrsMar_1.0,https://ftp.ensembl.org/pub/release-116/fasta/ursus_maritimus/dna/Ursus_maritimus.UrsMar_1.0.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/ursus_maritimus/Ursus_maritimus.UrsMar_1.0.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/ursus_maritimus/pep/Ursus_maritimus.UrsMar_1.0.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
30538,vpacos_gene_ensembl,Vicugna pacos,org.Vpacos.eg.db,Alpaca,vpc,30538,Vicugna pacos,vicugna_pacos,EnsemblMain,116,vicPac1,https://ftp.ensembl.org/pub/release-116/fasta/vicugna_pacos/dna/Vicugna_pacos.vicPac1.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/vicugna_pacos/Vicugna_pacos.vicPac1.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/vicugna_pacos/pep/Vicugna_pacos.vicPac1.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
29139,vursinus_gene_ensembl,Vombatus ursinus,org.Vursinus.eg.db,Common_wombat,,29139,Vombatus ursinus,vombatus_ursinus,EnsemblMain,116,bare-nosed_wombat_genome_assembly,https://ftp.ensembl.org/pub/release-116/fasta/vombatus_ursinus/dna/Vombatus_ursinus.bare-nosed_wombat_genome_assembly.dna.toplevel.fa.gz,https://ftp.ensembl.org/pub/release-116/gtf/vombatus_ursinus/Vombatus_ursinus.bare-nosed_wombat_genome_assembly.116.gtf.gz,https://ftp.ensembl.org/pub/release-116/fasta/vombatus_ursinus/pep/Vombatus_ursinus.bare-nosed_wombat_genome_assembly.pep.all.fa.gz,COMPLETE,VERIFIED_EXISTING
