"","MOR01_LIVER_RAW","MOR02_LIVER_RAW","MOR03_LIVER_RAW","MOR04_LIVER_RAW","MOR13_LIVER_RAW","MOR14_LIVER_RAW","MOR01_TEL_RAW","MOR02_TEL_RAW","MOR03_TEL_RAW","MOR04_TEL_RAW","MOR13_TEL_RAW","MOR14_TEL_RAW"
"Fulvia fulva",-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.88723627211298,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Pyrenophora tritici-repentis",-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,4.9999897878269,5.13387105612088,-4.74853319525648,7.99587007021136,-4.74853319525648,-4.74853319525648,4.75994637828348,3.06025187824364
"Akanthomyces muscarius",-4.74853319525648,-4.74853319525648,14.8612697786746,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,7.26437176260856,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Fusarium keratoplasticum",-4.74853319525648,-4.74853319525648,9.56244119134618,-4.74853319525648,5.90175338755115,-4.74853319525648,-4.74853319525648,5.37354897777613,-4.74853319525648,-4.74853319525648,6.69891250955878,4.81934326339761
"Ustilaginoidea virens",-4.74853319525648,-4.74853319525648,9.22144212742557,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,5.0642133043793,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Trichoderma breve",-4.74853319525648,-4.74853319525648,12.9481511329199,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.9042056149837,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Drechmeria coniospora",-4.74853319525648,-4.74853319525648,9.51091605269125,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,2.80143447047061,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Colletotrichum higginsianum",-4.74853319525648,-4.74853319525648,10.2516329213201,-4.74853319525648,7.10671103718029,7.16130968068467,-4.74853319525648,6.53989858550037,-4.74853319525648,-4.74853319525648,7.10874521589602,5.707620811916
"Podospora pseudopauciseta",-4.74853319525648,-4.74853319525648,7.61925172059866,-4.74853319525648,3.92126497641987,-4.74853319525648,-4.74853319525648,4.6699216787553,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
"Neurospora crassa",-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648,3.61037368706603,-4.74853319525648,-4.74853319525648,-4.74853319525648,-4.74853319525648
