Taxon_ID	Scientific_name	Reference_Taxon_ID	Reference_Scientific_name	download_status	override_used	Ensembl_division	Ensembl_release	Assembly	MartDatasets_old	MartDatasets_verified	MartDatasets_final	MartDatasets_status	Genome_URL	GTF_URL	Pep_URL	row_status	notes
9531	Cercocebus atys	9531	Cercocebus atys	COMPLETE	NO	EnsemblMain	116	Caty_1.0	catys_gene_ensembl	catys_gene_ensembl	catys_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/cercocebus_atys/dna/Cercocebus_atys.Caty_1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cercocebus_atys/Cercocebus_atys.Caty_1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cercocebus_atys/pep/Cercocebus_atys.Caty_1.0.pep.all.fa.gz	COMPLETE	
84702	Cervus hanglu yarkandensis	84702	Cervus hanglu yarkandensis	COMPLETE	NO	EnsemblMain	116	CEY_v1	chyarkandensis_gene_ensembl	chyarkandensis_gene_ensembl	chyarkandensis_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/cervus_hanglu_yarkandensis/dna/Cervus_hanglu_yarkandensis.CEY_v1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cervus_hanglu_yarkandensis/Cervus_hanglu_yarkandensis.CEY_v1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cervus_hanglu_yarkandensis/pep/Cervus_hanglu_yarkandensis.CEY_v1.pep.all.fa.gz	COMPLETE	
106734	Chelonoidis abingdonii	106734	Chelonoidis abingdonii	COMPLETE	NO	EnsemblMain	116	ASM359739v1	cabingdonii_gene_ensembl	cabingdonii_gene_ensembl	cabingdonii_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/chelonoidis_abingdonii/dna/Chelonoidis_abingdonii.ASM359739v1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/chelonoidis_abingdonii/Chelonoidis_abingdonii.ASM359739v1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/chelonoidis_abingdonii/pep/Chelonoidis_abingdonii.ASM359739v1.pep.all.fa.gz	COMPLETE	
34839	Chinchilla lanigera	34839	Chinchilla lanigera	COMPLETE	NO	EnsemblMain	116	ChiLan1.0	clanigera_gene_ensembl	clanigera_gene_ensembl	clanigera_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/chinchilla_lanigera/dna/Chinchilla_lanigera.ChiLan1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/chinchilla_lanigera/Chinchilla_lanigera.ChiLan1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/chinchilla_lanigera/pep/Chinchilla_lanigera.ChiLan1.0.pep.all.fa.gz	COMPLETE	
60711	Chlorocebus sabaeus	60711	Chlorocebus sabaeus	COMPLETE	NO	EnsemblMain	116	ChlSab1.1	csabaeus_gene_ensembl	csabaeus_gene_ensembl	csabaeus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/chlorocebus_sabaeus/dna/Chlorocebus_sabaeus.ChlSab1.1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/chlorocebus_sabaeus/Chlorocebus_sabaeus.ChlSab1.1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/chlorocebus_sabaeus/pep/Chlorocebus_sabaeus.ChlSab1.1.pep.all.fa.gz	COMPLETE	
9358	Choloepus hoffmanni	9358	Choloepus hoffmanni	COMPLETE	NO	EnsemblMain	116	choHof1	choffmanni_gene_ensembl	choffmanni_gene_ensembl	choffmanni_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/choloepus_hoffmanni/dna/Choloepus_hoffmanni.choHof1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/choloepus_hoffmanni/Choloepus_hoffmanni.choHof1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/choloepus_hoffmanni/pep/Choloepus_hoffmanni.choHof1.pep.all.fa.gz	COMPLETE	
8478	Chrysemys picta bellii	8478	Chrysemys picta bellii	COMPLETE	NO	EnsemblMain	116	Chrysemys_picta_bellii-3.0.3	cpbellii_gene_ensembl	cpbellii_gene_ensembl	cpbellii_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/chrysemys_picta_bellii/dna/Chrysemys_picta_bellii.Chrysemys_picta_bellii-3.0.3.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/chrysemys_picta_bellii/Chrysemys_picta_bellii.Chrysemys_picta_bellii-3.0.3.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/chrysemys_picta_bellii/pep/Chrysemys_picta_bellii.Chrysemys_picta_bellii-3.0.3.pep.all.fa.gz	COMPLETE	
7719	Ciona intestinalis	7719	Ciona intestinalis	COMPLETE	NO	EnsemblMain	116	KH	cintestinalis_gene_ensembl	cintestinalis_gene_ensembl	cintestinalis_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/ciona_intestinalis/dna/Ciona_intestinalis.KH.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/ciona_intestinalis/Ciona_intestinalis.KH.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/ciona_intestinalis/pep/Ciona_intestinalis.KH.pep.all.fa.gz	COMPLETE	
51511	Ciona savignyi	51511	Ciona savignyi	COMPLETE	NO	EnsemblMain	116	CSAV2.0	csavignyi_gene_ensembl	csavignyi_gene_ensembl	csavignyi_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/ciona_savignyi/dna/Ciona_savignyi.CSAV2.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/ciona_savignyi/Ciona_savignyi.CSAV2.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/ciona_savignyi/pep/Ciona_savignyi.CSAV2.0.pep.all.fa.gz	COMPLETE	
7950	Clupea harengus	7950	Clupea harengus	COMPLETE	NO	EnsemblMain	116	Ch_v2.0.2v2	charengus_gene_ensembl	charengus_gene_ensembl	charengus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/clupea_harengus/dna/Clupea_harengus.Ch_v2.0.2v2.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/clupea_harengus/Clupea_harengus.Ch_v2.0.2v2.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/clupea_harengus/pep/Clupea_harengus.Ch_v2.0.2v2.pep.all.fa.gz	COMPLETE	
56716	Cottoperca gobio	56716	Cottoperca gobio	COMPLETE	NO	EnsemblMain	116	fCotGob3.1	cgobio_gene_ensembl	cgobio_gene_ensembl	cgobio_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/cottoperca_gobio/dna/Cottoperca_gobio.fCotGob3.1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cottoperca_gobio/Cottoperca_gobio.fCotGob3.1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cottoperca_gobio/pep/Cottoperca_gobio.fCotGob3.1.pep.all.fa.gz	COMPLETE	
93934	Coturnix japonica	93934	Coturnix japonica	COMPLETE	NO	EnsemblMain	116	Coturnix_japonica_2.0	cjaponica_gene_ensembl	cjaponica_gene_ensembl	cjaponica_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/coturnix_japonica/dna/Coturnix_japonica.Coturnix_japonica_2.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/coturnix_japonica/Coturnix_japonica.Coturnix_japonica_2.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/coturnix_japonica/pep/Coturnix_japonica.Coturnix_japonica_2.0.pep.all.fa.gz	COMPLETE	
8502	Crocodylus porosus	8502	Crocodylus porosus	COMPLETE	NO	EnsemblMain	116	CroPor_comp1	cporosus_gene_ensembl	cporosus_gene_ensembl	cporosus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/crocodylus_porosus/dna/Crocodylus_porosus.CroPor_comp1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/crocodylus_porosus/Crocodylus_porosus.CroPor_comp1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/crocodylus_porosus/pep/Crocodylus_porosus.CroPor_comp1.pep.all.fa.gz	COMPLETE	
8103	Cyclopterus lumpus	8103	Cyclopterus lumpus	COMPLETE	NO	EnsemblMain	116	fCycLum1.pri	clumpus_gene_ensembl	clumpus_gene_ensembl	clumpus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/cyclopterus_lumpus/dna/Cyclopterus_lumpus.fCycLum1.pri.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cyclopterus_lumpus/Cyclopterus_lumpus.fCycLum1.pri.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cyclopterus_lumpus/pep/Cyclopterus_lumpus.fCycLum1.pri.pep.all.fa.gz	COMPLETE	
244447	Cynoglossus semilaevis	244447	Cynoglossus semilaevis	COMPLETE	NO	EnsemblMain	116	Cse_v1.0	csemilaevis_gene_ensembl	csemilaevis_gene_ensembl	csemilaevis_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/cynoglossus_semilaevis/dna/Cynoglossus_semilaevis.Cse_v1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cynoglossus_semilaevis/Cynoglossus_semilaevis.Cse_v1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cynoglossus_semilaevis/pep/Cynoglossus_semilaevis.Cse_v1.0.pep.all.fa.gz	COMPLETE	
28743	Cyprinodon variegatus	28743	Cyprinodon variegatus	COMPLETE	NO	EnsemblMain	116	C_variegatus-1.0	cvariegatus_gene_ensembl	cvariegatus_gene_ensembl	cvariegatus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/cyprinodon_variegatus/dna/Cyprinodon_variegatus.C_variegatus-1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cyprinodon_variegatus/Cyprinodon_variegatus.C_variegatus-1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cyprinodon_variegatus/pep/Cyprinodon_variegatus.C_variegatus-1.0.pep.all.fa.gz	COMPLETE	
7962	Cyprinus carpio	7962	Cyprinus carpio	COMPLETE	NO	EnsemblMain	116	Hunaghe_carp_2.0	ccarpio_gene_ensembl		ccarpio_gene_ensembl	UNVERIFIED_PRESERVED	https://ftp.ensembl.org/pub/release-116/fasta/cyprinus_carpio_huanghe/dna/Cyprinus_carpio_huanghe.Hunaghe_carp_2.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/cyprinus_carpio_huanghe/Cyprinus_carpio_huanghe.Hunaghe_carp_2.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/cyprinus_carpio_huanghe/pep/Cyprinus_carpio_huanghe.Hunaghe_carp_2.0.pep.all.fa.gz	COMPLETE	
7955	Danio rerio	7955	Danio rerio	COMPLETE	NO	EnsemblMain	116	GRCz11	drerio_gene_ensembl	drerio_gene_ensembl	drerio_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/danio_rerio/dna/Danio_rerio.GRCz11.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/danio_rerio/pep/Danio_rerio.GRCz11.pep.all.fa.gz	COMPLETE	
9361	Dasypus novemcinctus	9361	Dasypus novemcinctus	COMPLETE	NO	EnsemblMain	116	Dasnov3.0	dnovemcinctus_gene_ensembl	dnovemcinctus_gene_ensembl	dnovemcinctus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/dasypus_novemcinctus/dna/Dasypus_novemcinctus.Dasnov3.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/dasypus_novemcinctus/Dasypus_novemcinctus.Dasnov3.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/dasypus_novemcinctus/pep/Dasypus_novemcinctus.Dasnov3.0.pep.all.fa.gz	COMPLETE	
9749	Delphinapterus leucas	9749	Delphinapterus leucas	COMPLETE	NO	EnsemblMain	116	ASM228892v3	dleucas_gene_ensembl	dleucas_gene_ensembl	dleucas_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/delphinapterus_leucas/dna/Delphinapterus_leucas.ASM228892v3.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/delphinapterus_leucas/Delphinapterus_leucas.ASM228892v3.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/delphinapterus_leucas/pep/Delphinapterus_leucas.ASM228892v3.pep.all.fa.gz	COMPLETE	
299321	Denticeps clupeoides	299321	Denticeps clupeoides	COMPLETE	NO	EnsemblMain	116	fDenClu1.2	dclupeoides_gene_ensembl	dclupeoides_gene_ensembl	dclupeoides_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/denticeps_clupeoides/dna/Denticeps_clupeoides.fDenClu1.2.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/denticeps_clupeoides/Denticeps_clupeoides.fDenClu1.2.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/denticeps_clupeoides/pep/Denticeps_clupeoides.fDenClu1.2.pep.all.fa.gz	COMPLETE	
13489	Dicentrarchus labrax	13489	Dicentrarchus labrax	COMPLETE	NO	EnsemblMain	116	dlabrax2021	dlabrax_gene_ensembl	dlabrax_gene_ensembl	dlabrax_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/dicentrarchus_labrax/dna/Dicentrarchus_labrax.dlabrax2021.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/dicentrarchus_labrax/Dicentrarchus_labrax.dlabrax2021.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/dicentrarchus_labrax/pep/Dicentrarchus_labrax.dlabrax2021.pep.all.fa.gz	COMPLETE	
10020	Dipodomys ordii	10020	Dipodomys ordii	COMPLETE	NO	EnsemblMain	116	Dord_2.0	dordii_gene_ensembl	dordii_gene_ensembl	dordii_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/dipodomys_ordii/dna/Dipodomys_ordii.Dord_2.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/dipodomys_ordii/Dipodomys_ordii.Dord_2.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/dipodomys_ordii/pep/Dipodomys_ordii.Dord_2.0.pep.all.fa.gz	COMPLETE	
7227	Drosophila melanogaster	7227	Drosophila melanogaster	COMPLETE	NO	EnsemblMain	116	BDGP6.54	dmelanogaster_gene_ensembl	dmelanogaster_gene_ensembl	dmelanogaster_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/drosophila_melanogaster/dna/Drosophila_melanogaster.BDGP6.54.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/drosophila_melanogaster/Drosophila_melanogaster.BDGP6.54.63.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/drosophila_melanogaster/pep/Drosophila_melanogaster.BDGP6.54.pep.all.fa.gz	COMPLETE	
9371	Echinops telfairi	9371	Echinops telfairi	COMPLETE	NO	EnsemblMain	116	TENREC	etelfairi_gene_ensembl	etelfairi_gene_ensembl	etelfairi_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/echinops_telfairi/dna/Echinops_telfairi.TENREC.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/echinops_telfairi/Echinops_telfairi.TENREC.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/echinops_telfairi/pep/Echinops_telfairi.TENREC.pep.all.fa.gz	COMPLETE	
8005	Electrophorus electricus	8005	Electrophorus electricus	COMPLETE	NO	EnsemblMain	116	fEleEle1.pri	eelectricus_gene_ensembl	eelectricus_gene_ensembl	eelectricus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/electrophorus_electricus/dna/Electrophorus_electricus.fEleEle1.pri.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/electrophorus_electricus/Electrophorus_electricus.fEleEle1.pri.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/electrophorus_electricus/pep/Electrophorus_electricus.fEleEle1.pri.pep.all.fa.gz	COMPLETE	
7764	Eptatretus burgeri	7764	Eptatretus burgeri	COMPLETE	NO	EnsemblMain	116	Eburgeri_3.2	eburgeri_gene_ensembl	eburgeri_gene_ensembl	eburgeri_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/eptatretus_burgeri/dna/Eptatretus_burgeri.Eburgeri_3.2.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/eptatretus_burgeri/Eptatretus_burgeri.Eburgeri_3.2.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/eptatretus_burgeri/pep/Eptatretus_burgeri.Eburgeri_3.2.pep.all.fa.gz	COMPLETE	
83772	Equus asinus asinus	9793	Equus asinus	FAILED	YES	EnsemblMain	116	ASM1607732v2	eaasinus_gene_ensembl	easinus_gene_ensembl	easinus_gene_ensembl	REPLACED_WITH_VERIFIED	https://ftp.ensembl.org/pub/release-116/fasta/equus_asinus/dna/Equus_asinus.ASM1607732v2.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/equus_asinus/Equus_asinus.ASM1607732v2.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/equus_asinus/pep/Equus_asinus.ASM1607732v2.pep.all.fa.gz	COMPLETE_OVERRIDE	MartDatasets changed: eaasinus_gene_ensembl -> easinus_gene_ensembl
9796	Equus caballus	9796	Equus caballus	COMPLETE	NO	EnsemblMain	116	EquCab3.0	ecaballus_gene_ensembl	ecaballus_gene_ensembl	ecaballus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/equus_caballus/dna/Equus_caballus.EquCab3.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/equus_caballus/Equus_caballus.EquCab3.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/equus_caballus/pep/Equus_caballus.EquCab3.0.pep.all.fa.gz	COMPLETE	
9365	Erinaceus europaeus	9365	Erinaceus europaeus	COMPLETE	NO	EnsemblMain	116	HEDGEHOG	eeuropaeus_gene_ensembl	eeuropaeus_gene_ensembl	eeuropaeus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/erinaceus_europaeus/dna/Erinaceus_europaeus.HEDGEHOG.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/erinaceus_europaeus/Erinaceus_europaeus.HEDGEHOG.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/erinaceus_europaeus/pep/Erinaceus_europaeus.HEDGEHOG.pep.all.fa.gz	COMPLETE	
27687	Erpetoichthys calabaricus	27687	Erpetoichthys calabaricus	COMPLETE	NO	EnsemblMain	116	fErpCal1.1	ecalabaricus_gene_ensembl	ecalabaricus_gene_ensembl	ecalabaricus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/erpetoichthys_calabaricus/dna/Erpetoichthys_calabaricus.fErpCal1.1.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/erpetoichthys_calabaricus/Erpetoichthys_calabaricus.fErpCal1.1.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/erpetoichthys_calabaricus/pep/Erpetoichthys_calabaricus.fErpCal1.1.pep.all.fa.gz	COMPLETE	
8010	Esox lucius	8010	Esox lucius	COMPLETE	NO	EnsemblMain	116	fEsoLuc1.pri	elucius_gene_ensembl	elucius_gene_ensembl	elucius_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/esox_lucius/dna/Esox_lucius.fEsoLuc1.pri.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/esox_lucius/Esox_lucius.fEsoLuc1.pri.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/esox_lucius/pep/Esox_lucius.fEsoLuc1.pri.pep.all.fa.gz	COMPLETE	
9685	Felis catus	9685	Felis catus	COMPLETE	NO	EnsemblMain	116	F.catus_Fca126_mat1.0	fcatus_gene_ensembl	fcatus_gene_ensembl	fcatus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/felis_catus/dna/Felis_catus.F.catus_Fca126_mat1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/felis_catus/Felis_catus.F.catus_Fca126_mat1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/felis_catus/pep/Felis_catus.F.catus_Fca126_mat1.0.pep.all.fa.gz	COMPLETE	
59894	Ficedula albicollis	59894	Ficedula albicollis	COMPLETE	NO	EnsemblMain	116	FicAlb1.5	falbicollis_gene_ensembl	falbicollis_gene_ensembl	falbicollis_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/ficedula_albicollis/dna/Ficedula_albicollis.FicAlb1.5.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/ficedula_albicollis/Ficedula_albicollis.FicAlb1.5.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/ficedula_albicollis/pep/Ficedula_albicollis.FicAlb1.5.pep.all.fa.gz	COMPLETE	
8078	Fundulus heteroclitus	8078	Fundulus heteroclitus	COMPLETE	NO	EnsemblMain	116	Fundulus_heteroclitus-3.0.2	fheteroclitus_gene_ensembl	fheteroclitus_gene_ensembl	fheteroclitus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/fundulus_heteroclitus/dna/Fundulus_heteroclitus.Fundulus_heteroclitus-3.0.2.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/fundulus_heteroclitus/Fundulus_heteroclitus.Fundulus_heteroclitus-3.0.2.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/fundulus_heteroclitus/pep/Fundulus_heteroclitus.Fundulus_heteroclitus-3.0.2.pep.all.fa.gz	COMPLETE	
8049	Gadus morhua	8049	Gadus morhua	COMPLETE	NO	EnsemblMain	116	gadMor3.0	gmorhua_gene_ensembl	gmorhua_gene_ensembl	gmorhua_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/gadus_morhua/dna/Gadus_morhua.gadMor3.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/gadus_morhua/Gadus_morhua.gadMor3.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/gadus_morhua/pep/Gadus_morhua.gadMor3.0.pep.all.fa.gz	COMPLETE	
9031	Gallus gallus	9031	Gallus gallus	COMPLETE	NO	EnsemblMain	116	bGalGal1.mat.broiler.GRCg7b	ggallus_gene_ensembl	ggallus_gene_ensembl	ggallus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/gallus_gallus/dna/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/gallus_gallus/pep/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b.pep.all.fa.gz	COMPLETE	
69293	Gasterosteus aculeatus	69293	Gasterosteus aculeatus	COMPLETE	NO	EnsemblMain	116	SYL	gaculeatus_gene_ensembl	gaculeatus_gene_ensembl	gaculeatus_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/gasterosteus_aculeatus_gca006232285v1/dna/Gasterosteus_aculeatus_gca006232285v1.SYL.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/gasterosteus_aculeatus_gca006232285v1/Gasterosteus_aculeatus_gca006232285v1.SYL.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/gasterosteus_aculeatus_gca006232285v1/pep/Gasterosteus_aculeatus_gca006232285v1.SYL.pep.all.fa.gz	COMPLETE	
48883	Geospiza fortis	48883	Geospiza fortis	COMPLETE	NO	EnsemblMain	116	GeoFor_1.0	gfortis_gene_ensembl	gfortis_gene_ensembl	gfortis_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/geospiza_fortis/dna/Geospiza_fortis.GeoFor_1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/geospiza_fortis/Geospiza_fortis.GeoFor_1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/geospiza_fortis/pep/Geospiza_fortis.GeoFor_1.0.pep.all.fa.gz	COMPLETE	
1825980	Gopherus evgoodei	1825980	Gopherus evgoodei	COMPLETE	NO	EnsemblMain	116	rGopEvg1_v1.p	gevgoodei_gene_ensembl	gevgoodei_gene_ensembl	gevgoodei_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/gopherus_evgoodei/dna/Gopherus_evgoodei.rGopEvg1_v1.p.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/gopherus_evgoodei/Gopherus_evgoodei.rGopEvg1_v1.p.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/gopherus_evgoodei/pep/Gopherus_evgoodei.rGopEvg1_v1.p.pep.all.fa.gz	COMPLETE	
9595	Gorilla gorilla gorilla	9595	Gorilla gorilla gorilla	COMPLETE	NO	EnsemblMain	116	gorGor4	ggorilla_gene_ensembl	ggorilla_gene_ensembl	ggorilla_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/gorilla_gorilla/dna/Gorilla_gorilla.gorGor4.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/gorilla_gorilla/Gorilla_gorilla.gorGor4.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/gorilla_gorilla/pep/Gorilla_gorilla.gorGor4.pep.all.fa.gz	COMPLETE	
8153	Haplochromis burtoni	8153	Haplochromis burtoni	COMPLETE	NO	EnsemblMain	116	AstBur1.0	hburtoni_gene_ensembl	hburtoni_gene_ensembl	hburtoni_gene_ensembl	VERIFIED_EXISTING	https://ftp.ensembl.org/pub/release-116/fasta/haplochromis_burtoni/dna/Haplochromis_burtoni.AstBur1.0.dna.toplevel.fa.gz	https://ftp.ensembl.org/pub/release-116/gtf/haplochromis_burtoni/Haplochromis_burtoni.AstBur1.0.116.gtf.gz	https://ftp.ensembl.org/pub/release-116/fasta/haplochromis_burtoni/pep/Haplochromis_burtoni.AstBur1.0.pep.all.fa.gz	COMPLETE	
